transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
11866,13,171,19/6/2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42295.0
11867,4,271,22/4/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
11868,45,2815,3/12/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
11869,55,2016,14/6/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779.0
11870,96,3123,7/2/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
11871,36,1957,19/6/2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
11872,53,2379,29/6/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0
11873,4,51,3/11/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
11874,1,2095,22/4/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
11875,23,859,2/4/2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334.0
11876,18,2297,6/2/2017,True,Approved,Solex,Standard,medium,medium,575.27,431.45,34165.0
11877,29,1229,11/3/2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698.0
11878,48,1842,3/5/2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
11879,70,1743,9/7/2017,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42710.0
11880,18,3322,29/7/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0
11881,1,1680,15/1/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0
11882,0,1724,31/5/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527.0
11883,99,1989,25/1/2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0
11884,31,905,17/7/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
11885,0,548,11/1/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455.0
11886,53,1430,13/9/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0
11887,26,2684,3/10/2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,39031.0
11888,77,2601,6/11/2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
11889,40,1252,21/12/2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33455.0
11890,74,1627,17/5/2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
11891,90,468,17/1/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,36498.0
11892,46,1704,2/9/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
11893,55,69,22/4/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
11894,47,3212,11/7/2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37838.0
11895,38,438,11/7/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258.0
11896,49,610,10/4/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0
11897,28,1908,22/3/2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38216.0
11898,9,2260,28/5/2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
11899,49,1864,14/1/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
11900,39,2869,5/9/2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
11901,55,1093,19/3/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
11902,51,580,11/6/2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37220.0
11903,59,2315,29/5/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
11904,34,3116,6/4/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
11905,23,237,4/12/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0
11906,18,1155,2/7/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
11907,100,1259,13/1/2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
11908,74,1435,8/4/2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0
11909,46,312,2/12/2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51,35470.0
11910,49,2768,22/1/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
11911,53,3297,14/1/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
11912,85,1285,19/7/2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35667.0
11913,20,3343,2/5/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0
11914,4,1475,12/11/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,35052.0
11915,27,87,25/1/2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0
11916,86,104,17/6/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367.0
11917,60,684,3/5/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
11918,47,835,30/3/2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0
11919,37,1258,13/2/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
11920,17,587,26/10/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8,41345.0
11921,63,2574,5/2/2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
11922,10,18,24/6/2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
11923,41,2095,21/2/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
11924,41,2464,24/12/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
11925,41,1621,9/10/2017,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
11926,36,66,26/6/2017,False,Cancelled,Solex,Standard,low,medium,1289.85,74.51,39427.0
11927,9,1405,22/4/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698.0
11928,62,3415,19/9/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8,40670.0
11929,64,2117,20/1/2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
11930,65,2779,19/12/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499.0
11931,43,936,7/8/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
11932,25,2552,5/3/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0
11933,53,1367,26/4/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
11934,19,2029,11/11/2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0
11935,0,2926,31/7/2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
11936,85,1554,6/8/2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334.0
11937,100,2063,30/6/2017,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
11938,18,889,2/4/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,35160.0
11939,63,2374,11/2/2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
11940,18,1646,25/11/2017,True,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0
11941,7,2414,8/3/2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216.0
11942,52,1742,22/10/2017,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
11943,77,2732,26/5/2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
11944,83,1661,20/2/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
11945,90,1659,15/5/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0
11946,79,2489,23/3/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
11947,49,738,22/10/2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,39915.0
11948,9,1443,2/8/2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0
11949,99,2885,20/8/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0
11950,24,2489,16/1/2017,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
11951,36,72,10/11/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0
11952,82,3143,1/5/2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
11953,84,3232,20/4/2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0
11954,64,3310,24/6/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410.0
11955,0,407,20/3/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62,40649.0
11956,84,1250,7/5/2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
11957,0,1600,12/10/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
11958,15,1533,26/4/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0
11959,27,410,15/8/2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0
11960,81,3299,17/7/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0
11961,87,2922,24/10/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,41434.0
11962,5,1388,11/12/2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0
11963,71,1183,10/7/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,41434.0
11964,57,3298,1/6/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
11965,87,992,26/9/2017,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0
11966,57,399,25/7/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,41047.0
11967,79,2541,14/2/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,38482.0
11968,36,1498,18/11/2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,40336.0
11969,17,1884,6/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8,39880.0
11970,15,3144,27/10/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378.0
11971,58,215,16/6/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915.0
11972,58,3039,11/10/2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0
11973,80,1925,18/12/2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145.0
11974,3,2652,4/11/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,39298.0
11975,1,1000,15/7/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
11976,79,1036,21/7/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0
11977,79,2545,4/9/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42218.0
11978,38,1110,13/4/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34996.0
11979,55,2101,21/11/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,41701.0
11980,70,2140,6/9/2017,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
11981,52,632,19/11/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35455.0
11982,5,3311,24/7/2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659.0
11983,56,2842,21/11/2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
11984,79,3015,11/7/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298.0
11985,21,1223,25/7/2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0
11986,46,361,20/2/2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51,37220.0
11987,85,1967,19/1/2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0
11988,38,1406,21/7/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549.0
11989,0,101,26/7/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0
11990,40,1686,13/10/2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0
11991,29,70,19/7/2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0
11992,13,1918,29/12/2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
11993,45,1905,15/3/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
11994,0,1678,17/1/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888.0
11995,0,2019,10/1/2017,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
11996,59,1349,1/1/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
11997,47,1002,28/7/2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0
11998,37,2914,19/4/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0
11999,22,1974,28/11/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34244.0
12000,14,2613,27/8/2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345.0
12001,22,1407,21/12/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
12002,60,2185,10/1/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
12003,0,2159,21/9/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0
12004,21,3283,30/12/2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0
12005,90,1993,8/1/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,39526.0
12006,69,681,8/3/2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922.0
12007,62,3082,22/3/2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72,42145.0
12008,94,321,18/12/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39427.0
12009,13,1580,26/7/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
12010,67,610,6/5/2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668.0
12011,55,313,12/6/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
12012,87,2424,22/5/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0
12013,98,1049,29/9/2017,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
12014,80,3479,29/5/2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
12015,20,905,16/9/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
12016,55,983,21/6/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
12017,64,1337,28/3/2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
12018,55,3103,27/5/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
12019,89,3190,17/5/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
12020,35,1610,10/7/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0
12021,45,89,20/3/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0
12022,0,968,27/4/2017,False,Approved,Solex,Standard,medium,medium,1148.41,556.0469514720102,38199.77654900773
12023,62,1889,17/8/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
12024,3,1346,3/2/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0
12025,84,2279,5/5/2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
12026,35,1117,2/3/2017,False,Cancelled,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
12027,26,178,20/9/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
12028,60,2144,18/2/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0
12029,33,2118,7/8/2017,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0
12030,32,904,31/8/2017,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0
12031,65,144,18/3/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
12032,84,2706,27/4/2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
12033,52,1937,26/11/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0
12034,87,2030,8/3/2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
12035,0,1115,15/9/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
12036,80,2273,8/3/2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0
12037,38,1694,8/4/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,36498.0
12038,36,1015,11/4/2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
12039,76,1173,13/9/2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
12040,73,3104,23/10/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,38859.0
12041,63,1577,22/9/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
12042,36,1769,17/3/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,39526.0
12043,76,1445,20/10/2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
12044,87,2060,25/12/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
12045,35,1079,13/12/2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
12046,52,2624,28/3/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707.0
12047,33,1060,15/5/2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336.0
12048,43,1029,30/11/2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
12049,61,789,4/3/2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,41047.0
12050,42,3454,5/6/2017,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0
12051,30,1974,18/10/2017,True,Approved,Solex,Standard,high,medium,748.17,448.9,39031.0
12052,10,2424,2/9/2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
12053,35,906,1/12/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0
12054,76,1790,28/11/2017,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
12055,51,2592,6/11/2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
12056,28,3267,13/1/2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0
12057,0,777,2/8/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
12058,58,2470,22/3/2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0
12059,95,3333,23/4/2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37539.0
12060,59,1684,18/9/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
12061,9,355,25/3/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,35378.0
12062,0,3386,23/12/2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0
12063,13,1792,28/2/2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
12064,53,1063,29/8/2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0
12065,88,3087,11/2/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0
12066,0,1760,6/11/2017,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
12067,34,1007,9/11/2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
12068,16,2569,16/10/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0
12069,91,707,18/10/2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0
12070,58,3123,6/4/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0
12071,41,1216,23/12/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,41848.0
12072,0,2638,3/8/2017,False,Approved,Solex,Standard,medium,medium,750.25,556.0469514720102,38199.77654900773
12073,2,1207,23/2/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
12074,89,903,10/1/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
12075,0,803,28/9/2017,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
12076,33,1170,22/3/2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36361.0
12077,46,1076,27/8/2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
12078,13,1438,24/12/2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0
12079,32,2154,29/10/2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
12080,0,2698,17/9/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
12081,50,3329,9/6/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
12082,14,167,26/1/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,41922.0
12083,13,34,23/7/2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
12084,53,2480,6/8/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38216.0
12085,0,2521,14/1/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0
12086,34,265,20/1/2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
12087,95,2852,18/9/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0
12088,26,2914,7/8/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33455.0
12089,0,1405,12/7/2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
12090,81,180,17/6/2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
12091,0,2912,19/6/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0
12092,73,1882,20/6/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
12093,87,1478,13/4/2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
12094,17,2283,13/10/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
12095,63,753,3/11/2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,42105.0
12096,31,796,5/2/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
12097,9,2055,21/2/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
12098,99,646,3/9/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0
12099,52,2933,26/6/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,33259.0
12100,42,2101,8/5/2017,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,35455.0
12101,67,722,7/7/2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37659.0
12102,64,421,12/2/2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0
12103,49,39,9/2/2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
12104,56,323,30/5/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259.0
12105,45,2212,15/5/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0
12106,16,3263,14/2/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0
12107,93,304,22/3/2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37874.0
12108,59,819,26/7/2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0
12109,34,98,30/8/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
12110,38,1775,23/1/2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
12111,92,923,18/3/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
12112,32,1524,20/6/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40618.0
12113,48,1868,9/7/2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688.0
12114,6,2539,14/7/2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838.0
12115,20,415,26/4/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115.0
12116,42,3133,19/12/2017,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0
12117,19,2501,12/11/2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0
12118,64,2799,15/5/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0
12119,18,475,30/1/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
12120,65,1145,26/10/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879.0
12121,47,54,12/10/2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0
12122,40,1356,29/6/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
12123,83,426,16/2/2017,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
12124,45,117,18/5/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99,42172.0
12125,56,2093,15/1/2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
12126,88,2432,1/2/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482.0
12127,59,581,18/8/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58,40779.0
12128,19,56,11/9/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670.0
12129,27,1172,27/3/2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0
12130,46,1992,21/3/2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51,35470.0
12131,22,280,7/11/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33455.0
12132,89,2182,13/12/2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0
12133,48,2414,6/5/2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37823.0
12134,83,1536,9/11/2017,True,Approved,Solex,Touring,medium,large,2083.94,675.03,38482.0
12135,51,1296,9/1/2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37823.0
12136,26,2462,12/11/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
12137,28,3060,16/5/2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698.0
12138,24,921,23/4/2017,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
